Name,Draft Year,Class,Team,Role,Position,Pre-NBA,League,SOS,Age,Height (in),Height,Wingspan (in),Wingspan,Wing - Height,Weight (lbs),Physical Score,bSPARQ Per.,Combine Score,Athleticism,Freak Athlete,Athletic Tier,PTS,REB,ORB%,DRB%,TRB%,AST,TOV,AST/TOV,AST%,TOV%,AST%/TOV%,STL,BLK,Stocks,STL%,BLK%,Stocks %,Team DRtg,DRtg,DRtg +/-,PER,PER/Age,Age_Adj_PER,WS/40,[WS/40]/Age,BPM,Age_Adj_BPM,FTr,FT%,FT Rating,3PAr,3P%,3PM/G,3PM x 3P%,3P Rating,Shooter,eFG%,TS%,PProd,USG%,PTS/USG%,AST/USG%,TOV/USG%,AST%/USG%,TOV%/USG%,NCAAM,International,Euro,NBL,Americas,Other,G League,OE,Y1 Rotation,EPM_Y1,EPM_Y2,EPM_Y3,EPM_Y4,EPM_Y5,AVG EPM,Tier,Top 3 Pick,Lottery Pick,G Played Issue,Missing Data
Dalen Terry,2022,Sophomore,CHI,Wing,2.5,Arizona,PAC 12,6.84,19.9,79.25,"6'7.25""",84.75,"7'0.75""",5.5,195,0.507,0.5,0.5,0.500,0,0.50,8.8,5.0,5,13.1,9.5,4.1,1.4,2.97,22.8,17.3,1.32,1.2,0.3,1.5,2.5,1.0,3.5,92.9,94.6,-1.7,16.9,0.85,0.05,0.176,0.009,7.89,8.76,0.231,0.736,0.5,0.336,0.364,0.8,0.2912,0.5,0.5,0.57,0.60,343,14.08,0.62,0.291,0.098,1.621,1.227,1,0,0,0,0,0,0,0,1,-1.28965,-1.25277,-3.2306,,,-1.924,Bench Reserve,0,0,,
Jake LaRavia,2022,Junior,MEM,Wing,3.5,Wake Forest,ACC,4.75,20.6,80,"6'8""",81.5,"6'9.5""",1.5,227,0.532,0.266,0.386,0.338,0,0.50,14.2,6.2,7.5,14.2,11.2,3.7,2.6,1.40,19.7,19.7,1.00,1.7,0.9,2.6,2.7,2.8,5.5,97,95.9,1.1,22.9,1.11,0.29,0.206,0.010,8.08,8.4,0.529,0.777,0.5,0.246,0.384,0.8,0.3072,0.5,0.5,0.61,0.65,516,19.77,0.72,0.186,0.133,0.994,0.998,1,0,0,0,0,0,0,0,1,-4.39998,-2.09672,-1.16075,,,-2.552,Solid Rotation,0,0,,
Malaki Branham,2022,Freshman,SA,Wing,2.5,Ohio State,Big 10,9.08,19.1,77.5,"6'5.5""",82,"6'10""",4.5,195,0.266,0.242,0.485,0.388,0,0.50,15.7,4.3,3.5,11.0,7.6,2.4,1.7,1.40,16.5,13.7,1.20,0.7,0.3,1.0,1.5,1.1,2.6,103.2,107.1,-3.9,20.4,1.07,0.30,0.154,0.008,5.93,7.44,0.299,0.833,0.75,0.277,0.416,1.2,0.4992,0.5,0.5625,0.58,0.62,411,24.8,0.63,0.098,0.070,0.663,0.552,1,0,0,0,0,0,0,0,1,-4.13273,-4.78996,-2.2443,,,-3.722,Bench Reserve,0,0,,
Christian Braun,2022,Junior,DEN,Wing,2.5,Kansas,Big 12,11.3,21.2,77.5,"6'5.5""",78.5,"6'6.5""",1,209,0.159,0.869,0.864,0.866,0,0.75,15.0,7.1,4.9,16.0,10.8,3.0,2.1,1.41,15.3,14.1,1.08,1.1,0.9,2.0,1.7,2.8,4.5,95.8,96.9,-1.1,19.6,0.92,0.08,0.174,0.008,9.56,9.4,0.323,0.733,0.5,0.316,0.386,1.3,0.5018,0.75,0.6875,0.55,0.58,551,21.28,0.70,0.140,0.099,0.719,0.664,1,0,0,0,0,0,0,0,1,-3.0259,-1.76329,2.27481,,,-0.838,Solid Rotation,0,0,,
Walker Kessler,2022,Sophomore,MIN,Big,5,Auburn,SEC,8.17,20.9,85,"7'1""",88.25,"7'4.25""",3.25,256,0.825,0.5,0.5,0.500,0,0.50,11.7,8.2,10.9,22.2,16.6,0.9,1.1,0.82,7.2,10.7,0.67,1.1,4.6,5.7,2.4,19.2,21.6,92.9,83,9.9,31.4,1.50,0.67,0.254,0.012,14.2,14.25,0.332,0.596,0,0.187,0.2,0.3,0.06,0.1,0.075,0.63,0.63,360,19.19,0.61,0.048,0.058,0.375,0.559,1,0,0,0,0,0,0,0,1,1.37949,-1.53322,1.35069,,,0.399,Quality Starter,0,0,,
David Roddy,2022,Junior,MEM,Wing,3.5,Colorado State,Mountain West,4.77,21.2,76.5,"6'4.5""",83.5,"6'11.5""",7,261,0.526,0.674,0.606,0.633,0,0.50,18.3,7.0,7.4,21.0,14.5,2.8,2.2,1.25,19.0,13.6,1.39,1.2,1.0,2.2,2.1,3.9,6.0,99.3,97,2.3,30.3,1.43,0.58,0.246,0.012,10.68,10.52,0.391,0.691,0.25,0.27,0.438,1.5,0.657,0.5,0.4375,0.63,0.64,574,28.08,0.65,0.099,0.079,0.676,0.485,1,0,0,0,0,0,0,0,1,-2.60505,-3.8706,-3.06112,,,-3.179,Bench Reserve,0,0,,
MarJon Beauchamp,2022,G League,MIL,Wing,2.5,G League Ignite,G League,20.69,20.7,78.5,"6'6.5""",84.75,"7'0.75""",6.25,197,0.461,0.75,0.75,0.750,0,0.75,18.5,6.3,3.1,14.1,8.4,2.2,1.9,1.14,10.3,10.5,0.98,1.5,1.3,2.8,2.3,4.2,6.5,109.4,115,-5.6,14.22,0.69,-0.14,0.101,0.005,3.31,3.55,0.117,0.65,0.25,0.217,0.242,1.6,0.3872,0.25,0.25,0.61,0.64,,26.46,0.70,0.082,0.071,0.389,0.396,0,0,0,0,0,1,1,0,1,-3.6779,-3.86679,-2.53749,,,-3.361,Fringe NBA,0,0,,
Blake Wesley,2022,Freshman,SA,Guard,2,Notre Dame,ACC,7.01,19.3,76.25,"6'4.25""",81.25,"6'9.25""",5,187,0.677,0.229,0.299,0.271,0,0.25,15.1,3.7,3,11.6,7.5,2.7,2.2,1.25,18.9,13.9,1.36,1.4,0.1,1.5,2.7,0.2,2.9,100.4,101.1,-0.7,16.9,0.88,0.10,0.098,0.005,1.21,2.85,0.324,0.657,0.25,0.404,0.303,1.5,0.4545,0.25,0.25,0.48,0.51,491,31.2,0.48,0.088,0.070,0.606,0.446,1,0,0,0,0,0,0,0,1,-7.43252,-3.99609,-3.16836,,,-4.866,Bench Reserve,0,0,,
Wendell Moore Jr.,2022,Junior,MIN,Wing,2.5,Duke,ACC,8,20.8,77.5,"6'5.5""",84.5,"7'0.5""",7,217,0.469,0.5,0.792,0.675,0,0.75,13.7,5.5,4.4,12.6,8.7,4.4,1.9,2.32,22.0,15.1,1.45,1.4,0.2,1.6,2.4,0.6,3.0,99.1,101.2,-2.1,21.4,1.03,0.20,0.186,0.009,7.97,8.13,0.314,0.805,0.75,0.335,0.413,1.3,0.5369,0.5,0.5625,0.57,0.61,,19.64,0.70,0.226,0.097,1.121,0.770,1,0,0,0,0,0,0,0,0,-4.29346,,-4.36915,,,-4.331,Fringe NBA,0,0,,
Nikola Jovic,2022,International,MIA,Wing,3.5,KK Mega Basket,Adriatic ABA,19.1,19,83,"6'11""",84.25,"7'0.25""",1.25,223,0.84,0.5,0.5,0.500,0,0.50,16.9,7.3,4.3,16.3,10.3,4.5,3.4,1.30,26.9,21.8,1.23,0.9,0.7,1.6,1.5,2.6,4.1,108.4,107.7,0.7,11.9,0.63,-0.13,,,3.04,4.63,0.263,0.718,0.5,0.492,0.315,1.6,0.504,0.5,0.5,0.51,0.54,,26.92,0.63,0.165,0.127,1.000,0.811,0,1,1,0,0,0,0,0,1,-1.79673,0.571005,-0.834435,,,-0.687,Solid Rotation,0,0,,
Patrick Baldwin Jr.,2022,Freshman,GS,Wing,3.5,Milwaukee,Horizon,-6.32,19.6,81.25,"6'9.25""",85.75,"7'1.75""",4.5,231,0.822,0.166,0.124,0.141,0,0.25,9.4,3.7,3.7,18.3,11.4,1.2,1.7,0.68,9.9,14.9,0.66,0.6,0.4,1.0,1.5,2.0,3.5,104.1,102.7,1.4,13.9,0.71,-0.07,0.046,0.002,-3.9,-2.79,0.267,0.743,0.5,0.489,0.266,1.5,0.399,0.25,0.3125,0.42,0.46,,25.12,0.37,0.046,0.068,0.392,0.594,1,0,0,0,0,0,0,0,1,,-2.19858,,,,-2.199,Fringe NBA,0,0,,
TyTy Washington Jr.,2022,Freshman,HOU,Guard,1,Kentucky,SEC,8.02,20.6,75.75,"6'3.75""",80,"6'8""",4.25,196,0.664,0.5,0.5,0.500,0,0.50,12.9,3.5,2.6,10.7,6.8,4.0,1.6,2.48,23.2,12.3,1.89,1.3,0.2,1.5,2.6,0.7,3.3,95.5,98.4,-2.9,19.3,0.94,0.11,0.171,0.008,7.47,7.86,0.19,0.75,0.5,0.306,0.35,1.2,0.42,0.5,0.5,0.51,0.53,,22.6,0.57,0.177,0.071,1.027,0.544,1,0,0,0,0,0,0,0,0,-4.65278,-4.45334,-3.12555,,,-4.077,Fringe NBA,0,0,,
Peyton Watson,2022,Freshman,DEN,Wing,3,UCLA,PAC 12,8.36,19.8,80,"6'8""",84.5,"7'0.5""",4.5,203,0.644,0.265,0.42,0.358,0,0.50,4.5,3.3,8.1,19.1,13.5,1.0,0.9,1.11,12.2,19.0,0.64,0.6,0.6,1.2,2.8,5.6,8.4,95.3,91.6,3.7,11.2,0.57,-0.23,0.074,0.004,1.22,2.17,0.271,0.688,0.25,0.263,0.226,0.2,0.0452,0.1,0.1375,0.36,0.41,120,21.19,0.21,0.048,0.043,0.575,0.898,1,0,0,0,0,0,0,0,1,-3.49401,-1.76725,-1.94578,,,-2.402,Bench Reserve,0,0,,
Andrew Nembhard,2022,Senior,IND,Guard,1,Gonzaga,WCC,4.5,22.4,76.5,"6'4.5""",77.75,"6'5.75""",1.25,196,0.684,0.329,0.529,0.449,0,0.50,10.1,3.2,1.6,8.7,5.6,5.4,1.8,2.96,24.5,15.6,1.57,1.4,0.1,1.5,2.5,0.4,2.9,89.7,93,-3.3,18.1,0.81,-0.09,0.195,0.009,6.81,5.46,0.177,0.873,1,0.429,0.383,1.6,0.6128,0.75,0.8125,0.52,0.55,436,17.9,0.57,0.304,0.103,1.367,0.869,1,0,0,0,0,0,0,0,1,-2.12199,-0.505502,0.579114,,,-0.683,Solid Rotation,0,0,,
Caleb Houstan,2022,Freshman,ORL,Wing,3,Michigan,Big 10,11.02,19.4,80,"6'8""",83,"6'11""",3,205,0.516,0.5,0.5,0.500,0,0.50,12.5,5.0,3.1,12.2,7.7,1.8,1.6,1.11,9.5,14.5,0.65,0.8,0.3,1.1,1.5,1.1,2.6,102.9,106.8,-3.9,11.8,0.61,-0.17,0.084,0.004,3.62,4.89,0.292,0.783,0.5,0.595,0.355,1.8,0.639,0.5,0.5,0.51,0.55,321,18.95,0.66,0.094,0.084,0.502,0.767,1,0,0,0,0,0,0,0,1,-3.7913,-1.41771,-2.30853,,,-2.506,Bench Reserve,0,0,,
Christian Koloko,2022,Junior,TOR,Big,5,Arizona,PAC 12,6.84,22,84,"7'0""",89.25,"7'5.25""",5.25,221,0.647,0.236,0.869,0.616,0,0.50,11.7,7.1,12.1,18.0,15.4,1.3,1.6,0.81,9.0,14.1,0.64,0.8,2.7,3.5,1.6,10.2,11.8,92.9,88.6,4.3,28,1.27,0.39,0.250,0.011,10.38,9.85,0.472,0.735,0.5,0.01,0,0,0,0,0.125,0.63,0.66,437,20.1,0.58,0.064,0.079,0.448,0.702,1,0,0,0,0,0,0,0,1,-1.64425,,-3.22261,,,-2.433,Bench Reserve,0,0,,
Jaylin Williams,2022,Sophomore,OKC,Big,4.5,Arkansas,SEC,8.62,19.9,82,"6'10""",85,"7'1""",3,237,0.294,0.114,0.131,0.124,0,0.25,12.1,10.2,5.3,29.3,17.2,2.8,1.8,1.49,16.3,15.3,1.06,1.3,1.3,2.6,2.3,4.1,6.4,94.3,89.3,5,18.9,0.95,0.15,0.167,0.008,8.08,8.66,0.455,0.729,0.5,0.231,0.239,0.5,0.1195,0.25,0.3125,0.49,0.54,417,19.02,0.64,0.145,0.097,0.858,0.806,1,0,0,0,0,0,0,0,1,-2.29859,-1.29001,1.58075,,,-0.669,Bench Reserve,0,0,,
Max Christie,2022,Freshman,LAL,Wing,2.5,Michigan State,Big 10,9.96,19.4,76.25,"6'4.25""",80.75,"6'8.75""",4.5,189,0.109,0.432,0.877,0.699,0,0.75,11.0,3.6,3.4,9.2,6.4,1.9,1.5,1.25,10.6,14.0,0.76,0.7,0.5,1.2,1.2,1.7,3.0,101.7,107.8,-6.1,10.5,0.54,-0.23,0.063,0.003,2.28,3.83,0.253,0.824,0.75,0.42,0.317,1.1,0.3487,0.5,0.5625,0.46,0.51,309,18.7,0.59,0.103,0.082,0.568,0.748,1,0,0,0,0,0,0,0,1,-3.7388,-3.54878,-2.07959,,,-3.122,Solid Rotation,0,0,,
Gabriele Procida,2022,International,DET,Wing,2.5,Virtus Bologna,Italian Serie A,18.82,20.1,79.75,"6'7.75""",80,"6'8""",0.25,193,0.327,0.258,0.674,0.508,0,0.50,10.9,5.1,,,,1.4,,,,,,1.0,0.6,1.6,,,,,,,,,,,,,,,,,,0.383,,,,,,0.67,,21.35,0.51,0.064,,,,0,1,1,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,1
Jaden Hardy,2022,G League,DAL,Guard,2,G League Ignite,G League,20.69,19.9,76,"6'4""",81,"6'9""",5,190,0.674,0.5,0.5,0.500,0,0.50,20.5,5.0,1.8,14.1,8.0,3.7,3.6,1.03,18.0,15.3,1.18,1.6,0.4,2.0,2.6,1.2,3.7,109.4,111,-1.6,9.2,0.46,-0.33,-0.092,-0.005,0.06,1.12,0.166,0.882,1,0.38,0.269,1.8,0.4842,0.25,0.4375,0.41,0.49,,31.5,0.65,0.118,0.115,0.570,0.485,0,0,0,0,0,1,1,0,1,-1.85189,-3.25783,-2.85857,,,-2.656,Bench Reserve,0,0,,
Kennedy Chandler,2022,Freshman,MEM,Guard,1,Tennessee,SEC,9.94,19.8,72.5,"6'0.5""",77.25,"6'5.25""",4.75,172,0.29,0.75,0.782,0.769,0,0.75,15.3,3.3,2.5,9.7,6.0,5.0,2.5,1.98,34.0,16.3,2.08,2.4,0.2,2.6,4.3,0.9,5.2,91,92.1,-1.1,20.2,1.02,0.23,0.176,0.009,9.38,10.54,0.253,0.606,0.25,0.327,0.383,1.4,0.5362,0.75,0.625,0.54,0.55,479,25.6,0.60,0.197,0.099,1.327,0.638,1,0,0,0,0,0,0,0,1,-4.46238,,,,,-4.462,Fringe NBA,0,0,,
Khalifa Diop,2022,International,CLE,Big,5,CB Gran Canaria,Spanish ACB,22.69,20.4,83,"6'11""",86,"7'2""",3,231,0.436,0.5,0.5,0.500,0,0.50,11.3,7.2,,,,1.3,,,,,,0.6,1.6,2.3,,,,,,,,,,,,,,,,,,0,,,,,,0.62,,21.35,0.53,0.060,,,,0,1,1,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,1
Bryce McGowens,2022,Freshman,CHA,Guard,2,Nebraska,Big 10,8.25,19.6,78.5,"6'6.5""",80.75,"6'8.75""",2.25,181,0.734,0.132,0.327,0.249,0,0.25,17.7,5.2,2.4,14.6,8.7,1.7,2.1,0.80,10.0,12.2,0.82,0.8,0.3,1.1,1.3,1.0,2.3,107,110,-3,16.9,0.86,0.08,0.086,0.004,1.41,2.76,0.491,0.831,0.75,0.368,0.274,1.3,0.3562,0.25,0.375,0.47,0.55,486,27.4,0.65,0.061,0.077,0.366,0.445,1,0,0,0,0,0,0,0,1,-4.84774,-3.3194,,,,-4.084,Fringe NBA,0,0,,
E.J. Liddell,2022,Junior,NO,Wing,4,Ohio State,Big 10,9.08,21.5,77.5,"6'5.5""",83.75,"6'11.75""",6.25,243,0.533,0.993,0.778,0.864,0,0.75,19.4,8.1,8.9,19.2,14.4,2.5,2.4,1.03,17.1,12.6,1.36,0.6,2.6,3.2,1.0,8.6,9.6,103.2,100,3.2,30.5,1.42,0.56,0.236,0.011,12.03,11.63,0.534,0.765,0.5,0.297,0.374,1.4,0.5236,0.5,0.5,0.54,0.59,612,30.83,0.63,0.082,0.079,0.553,0.408,1,0,0,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,
Trevor Keels,2022,Freshman,NY,Guard,2,Duke,ACC,7.26,18.8,76.75,"6'4.75""",79.25,"6'7.25""",2.5,224,0.84,0.188,0.075,0.120,0,0.25,12.6,3.5,3.3,9.0,6.4,3.1,1.3,2.43,16.9,11.2,1.50,1.3,0.1,1.4,2.6,0.2,2.8,99.1,103.2,-4.1,16.5,0.88,0.13,0.134,0.007,4.15,6.28,0.276,0.67,0.25,0.493,0.312,1.5,0.468,0.5,0.4375,0.52,0.54,412,20.6,0.61,0.152,0.063,0.819,0.545,1,0,0,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,
Moussa Diabate,2022,Freshman,LAC,Big,4.5,Michigan,Big 10,11.02,20.4,82.25,"6'10.25""",86.5,"7'2.5""",4.25,217,0.353,0.274,0.882,0.639,0,0.50,10.5,6.8,11.9,17.0,14.5,1.0,1.6,0.61,7.5,15.4,0.49,0.3,1.1,1.5,0.8,4.1,4.9,102.9,104.1,-1.2,17.6,0.86,0.05,0.124,0.006,3.38,3.7,0.389,0.619,0.25,0.065,0.214,0.1,0.0214,0.1,0.1375,0.55,0.57,290,20.75,0.51,0.048,0.078,0.362,0.744,1,0,0,0,0,0,0,0,1,-3.24442,0.0823681,-0.820811,,,-1.328,Bench Reserve,0,0,,
Ryan Rollins,2022,Sophomore,GS,Guard,1.5,Toledo,MAC,-3.22,19.9,75.25,"6'3.25""",81.75,"6'9.75""",6.5,179,0.602,0.17,0.415,0.317,0,0.50,15.9,5.4,2.4,16.2,9.7,3.4,2.0,1.70,19.4,14.1,1.38,1.5,0.2,1.7,2.7,0.8,3.5,97.7,95.1,2.6,24.7,1.24,0.45,0.208,0.010,3.69,4.75,0.327,0.802,0.75,0.304,0.311,1.4,0.4354,0.5,0.5625,0.53,0.57,613,26.4,0.60,0.130,0.076,0.734,0.533,1,0,0,0,0,0,0,0,0,,,-0.456928,,,,Bench Reserve,0,0,,
Josh Minott,2022,Freshman,MIN,Wing,3.5,Memphis,American,7.86,20.5,80,"6'8""",83.75,"6'11.75""",3.75,205,0.55,0.5,0.5,0.500,0,0.50,7.2,4.0,12.9,15.9,14.5,1.0,0.9,1.10,13.3,14.3,0.93,0.8,0.7,1.5,3.1,5.4,8.5,96.2,93.7,2.5,23.7,1.16,0.34,0.199,0.010,7.24,7.64,0.409,0.754,0.5,0.088,0.143,0.1,0.0143,0.1,0.2,0.53,0.58,215,22.09,0.32,0.045,0.041,0.604,0.646,1,0,0,0,0,0,0,0,0,-0.861621,-1.63817,-1.73374,,,-1.411,Fringe NBA,0,0,,
Ismael Kamagate,2022,International,DEN,Big,5,Paris Basketball,French LNB Pro A,18.24,21.4,83,"6'11""",86.5730049,"7'2.5730049""",3.5730049,220,0.424,0.5,0.5,0.500,0,0.50,14.0,8.3,,,,1.1,,,,,,0.8,2.2,3.0,,,,,,,,,,,,,,,,,,0,,,,,,0.65,,23.92,0.59,0.044,,,,0,1,1,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,1
Vince Williams Jr.,2022,Senior,MEM,Wing,3,VCU,A-10,5.17,21.8,78,"6'6""",83,"6'11""",5,205,0.38,0.5,0.5,0.500,0,0.50,12.8,5.4,3.5,17.5,10.9,2.8,2.8,0.98,18.4,20.1,0.92,1.6,1.0,2.6,2.9,3.6,6.5,90.6,88.7,1.9,20.7,0.95,0.08,0.191,0.009,8.84,8.2,0.355,0.814,0.75,0.585,0.387,2.2,0.8514,1,0.9375,0.58,0.62,,21.89,0.58,0.127,0.129,0.841,0.920,1,0,0,0,0,0,0,0,0,-4.25084,0.529516,-2.91178,,,-2.211,Bench Reserve,0,0,,
Kendall Brown,2022,Freshman,IND,Wing,3,Baylor,Big 12,9.76,19.1,79.5,"6'7.5""",83,"6'11""",3.5,201,0.398,0.588,0.655,0.628,0,0.50,11.9,5.7,7.3,14.2,10.8,2.3,1.8,1.33,14.4,19.1,0.75,1.0,0.5,1.5,2.2,1.7,3.9,92.7,95.2,-2.5,18.4,0.96,0.20,0.174,0.009,7.73,9.24,0.327,0.689,0.25,0.181,0.341,0.4,0.1364,0.25,0.25,0.63,0.65,321,17.9,0.66,0.131,0.098,0.802,1.066,1,0,0,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,
Isaiah Mobley,2022,Junior,CLE,Big,4.5,USC,PAC 12,6.09,22.7,80,"6'8""",87,"7'3""",7,238,0.334,0.294,0.5,0.418,0,0.50,12.5,7.7,7.5,18.3,13.2,2.9,1.9,1.57,17.2,11.7,1.47,0.8,0.9,1.7,1.3,2.6,3.9,97,96.8,0.2,21.1,0.93,0.02,0.178,0.008,7.68,6.33,0.356,0.682,0.25,0.337,0.352,1.3,0.4576,0.5,0.4375,0.49,0.52,467,21.75,0.57,0.134,0.086,0.791,0.537,1,0,0,0,0,0,0,0,0,-2.23091,-2.85854,,,,-2.545,Fringe NBA,0,0,,
Matteo Spagnolo,2022,International,MIN,Guard,1.5,Vanoli Cremona,Italian Serie A,18.82,19.4,77.5,"6'5.5""",80,"6'8""",2.5,196,0.852,0.231,0.218,0.223,0,0.25,16.9,4.2,,,,3.4,,,,,,1.2,0.0,1.2,,,,,,,,,,,,,,,,,,0.441,,,,,,0.57,,25,0.67,0.137,,,,0,1,1,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,1
Tyrese Martin,2022,Senior,ATL,Wing,2.5,UConn,Big East,6.88,23.3,78,"6'6""",80,"6'8""",2,215,0.285,0.5,0.5,0.500,0,0.50,11.6,6.9,8.2,17.3,12.7,1.5,1.8,0.85,10.1,11.6,0.87,0.8,0.5,1.3,1.5,1.5,3.0,95.9,97.6,-1.7,19.5,0.84,-0.10,0.168,0.007,6.6,4.77,0.28,0.689,0.25,0.312,0.43,1.5,0.645,0.75,0.625,0.49,0.52,377,21.76,0.53,0.070,0.082,0.466,0.532,1,0,0,0,0,0,0,0,0,-3.33863,,-2.57715,,,-2.958,Fringe NBA,0,0,,
Karlo Matkovic,2022,International,NO,Big,4.5,KK Mega Basket,Adriatic ABA,19.1,21.2,82,"6'10""",84,"7'0""",2,231,0.325,0.5,0.5,0.500,0,0.50,14.7,8.2,,,,1.5,,,,,,0.7,1.5,2.2,,,,,,,,,,,,,,,,,,0,0,0,0,,,0.63,,24.98,0.59,0.059,,,,0,1,1,0,0,0,0,0,0,,,-3.35457,,,,Bench Reserve,0,0,,1
JD Davison,2022,Freshman,BOS,Guard,1,Alabama,SEC,11.59,19.7,74.5,"6'2.5""",78.5,"6'6.5""",4,192,0.582,0.677,0.367,0.398,0,0.50,10.6,5.0,4.5,15.2,9.8,4.8,3.0,1.60,31.5,27.2,1.16,1.2,0.4,1.6,2.4,1.5,3.9,104,105.4,-1.4,16,0.81,0.02,0.010,0.000,5.84,7.1,0.379,0.728,0.5,0.388,0.301,0.8,0.2408,0.25,0.3125,0.53,0.57,333,19.7,0.54,0.242,0.151,1.596,1.379,1,0,0,0,0,0,0,0,0,-2.72267,,-4.28778,,,-3.505,Fringe NBA,0,0,,
Yannick Nzosa,2022,International,WAS,Big,4.5,Baloncesto Málaga,Spanish ACB,22.69,18.6,82,"6'10""",84.46955709,"7'0.469557089999995""",2.46955709,195,0.246,0.5,0.5,0.500,0,0.50,8.4,5.1,,,,1.1,,,,,,0.5,1.7,2.1,,,,,,,,,,,,,,,,,,0,0,0,0,,,0.41,,18.71,0.45,0.060,,,,0,1,1,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,1
Gui Santos,2022,International,GS,Wing,3.5,Minas,Brazilian NBB,4.6,19.9,80,"6'8""",84,"7'0""",4,209,0.577,0.5,0.5,0.500,0,0.50,10.7,4.8,5.7,18.5,12.4,2.3,1.8,1.27,14.4,17.7,0.82,0.8,0.7,1.5,1.7,3.2,4.9,106.4,104.8,1.6,15.1,0.76,-0.04,,,-1.38,-0.51,0.352,0.729,0.5,0.373,0.326,1,0.326,0.5,0.5,0.52,0.56,,20.68,0.51,0.111,0.088,0.697,0.855,0,1,0,0,1,0,0,0,0,,-0.67617,-0.136348,,,-0.406,Bench Reserve,0,0,,
Luke Travers,2022,International,CLE,Guard,2.5,Perth,NBL,17.95,20.8,79,"6'7""",82,"6'10""",3,207,0.936,0.5,0.5,0.500,0,0.50,11.4,6.0,,,,2.8,,,,,,1.2,0.8,2.0,,,,,,,,,,,,,,,,,,0.25,,,,,,0.49,,21.2,0.54,0.130,,,,0,1,0,1,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,1
Jabari Walker,2022,Sophomore,POR,Wing,3,Colorado,PAC 12,6.15,19.9,80,"6'8""",82.75,"6'10.75""",2.75,214,0.541,0.286,0.308,0.299,0,0.50,15.2,9.5,8.9,29.6,19.7,1.3,2.3,0.58,10.6,15.9,0.67,0.7,0.7,1.4,1.5,2.5,4.0,97.9,93.8,4.1,23,1.16,0.36,0.185,0.009,5.49,6.36,0.467,0.784,0.5,0.3,0.346,1.1,0.3806,0.25,0.3125,0.52,0.58,456,27.48,0.55,0.047,0.082,0.386,0.578,1,0,0,0,0,0,0,0,1,-5.08418,-2.85658,-0.456438,,,-2.799,Bench Reserve,0,0,,
Hugo Besson,2022,International,MIL,Guard,1.5,NZ Breakers,NBL,17.95,21.2,77.75,"6'5.75""",77.5,"6'5.5""",-0.25,180,0.595,0.01,0.026,0.020,0,0.10,17.3,4.6,,,,2.7,,,,,,0.9,0.0,0.9,,,,,,,,,,,,,,,,,,0.308,,,,,,0.51,,26.3,0.66,0.102,,,,0,1,0,1,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,1
Scotty Pippen Jr.,2022,Junior,,Guard,1.5,Vanderbilt,SEC,8.05,21.5,73.5,"6'1.5""",77.75,"6'5.75""",4.25,185,0.327,0.5,0.404,0.442,0,0.50,20.4,3.6,2.9,9.7,6.3,4.4,3.4,1.30,34.0,14.8,2.29,1.9,0.2,2.1,3.4,0.7,4.1,97.7,98.8,-1.1,24,1.12,0.26,0.185,0.009,8.38,7.9,0.556,0.749,0.5,0.366,0.325,1.8,0.585,0.5,0.5,0.47,0.54,,34.5,0.59,0.128,0.099,0.986,0.430,1,0,0,0,0,0,0,0,0,,0.756708,0.90479,,,0.831,Solid Rotation,0,0,,
Dominick Barlow,2022,Overtime Elite,,Wing,3.5,Overtime Elite,Overtime Elite,-7.39,19.1,81.75,"6'9.75""",87,"7'3""",5.25,221,0.878,0.283,0.632,0.492,0,0.50,12.1,-0.7,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.339,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,1,-3.56662,-2.05665,-1.75874,,,-2.461,Bench Reserve,0,0,1,
Tevin Brown,2022,Senior,,Guard,2,Murray State,OVC,-3.07,23.7,76.5,"6'4.5""",78.25,"6'6.25""",1.75,175,0.532,0.5,0.5,0.500,0,0.50,11.9,4.9,1.9,16.1,9.1,2.2,1.6,1.36,11.0,11.9,0.92,1.0,0.5,1.5,1.7,2.0,3.7,92.3,93,-0.7,21.6,0.91,-0.04,0.215,0.009,5.62,3.01,0.281,0.748,0.5,0.63,0.384,3.1,1.1904,1,0.875,0.52,0.55,531,20.6,0.58,0.106,0.078,0.533,0.578,1,0,0,0,0,0,0,0,0,,,,,,,Fringe NBA,0,0,,
